"Name","Source","AC","HP","Strength","Dexterity","Constitution","Intelligence","Wisdom","Charisma","CR"
"Nycaloth","MM","18 (natural armor)","123 (13d10 + 52)","20","11","19","12","10","15","9 (5,000 XP)"
"Nyx-Fleece Ram","MOT","14 (natural armor)","27 (5d8 + 5)","16","14","12","3","13","10","1 (200 XP)"
"Oblex Spawn","MPMM","13","18 (4d4 + 8)","8","16","15","14","11","10","1/4 (50 XP)"
"Obzedat Ghost","GGR","14 (natural armor) plus 1 for each other Obzedat","110 (20d8 + 20)","10","10","13","18","20","17","8 (3,900 XP)"
"Ochre Jelly","MM","8","45 (6d10 + 12)","15","6","14","2","6","1","2 (450 XP)"
"Octopus","MM","12","3 (1d6)","4","15","11","3","10","4","0 (10 XP)"
"Ogre","MM","11 (hide armor)","59 (7d10 + 21)","19","8","16","5","7","7","2 (450 XP)"
"Ogre Battering Ram","MPMM","11 (hide armor)","76 (9d10 + 27)","19","8","16","5","7","7","4 (1,100 XP)"
"Ogre Bolt Launcher","MPMM","13 (hide armor)","59 (7d10 + 21)","19","12","16","5","7","7","2 (450 XP)"
"Ogre Chain Brute","MPMM","11 (hide armor)","59 (7d10 + 21)","19","8","16","5","7","7","3 (700 XP)"
"Ogre Goblin Hucker","SKT","11 (hide armor)","59 (7d10 + 21)","19","8","16","5","7","7","2 (450 XP)"
"Ogre Howdah","MPMM","15 (breastplate, shield)","59 (7d10 + 21)","19","8","16","5","7","7","2 (450 XP)"
"Ogre Skeleton","TftYP","11 (hide armor)","59 (7d10 + 21)","19","8","16","5","7","7","2 (450 XP)"
"Ogre Zombie","MM","8","85 (9d10 + 36)","19","6","18","3","6","5","2 (450 XP)"
"Oinoloth","MPMM","17 (natural armor)","119 (14d8 + 56)","19","17","18","17","16","19","12 (8,400 XP)"
"Old Troglodyte","WDMM","11 (natural armor)","13 (2d8 + 4)","14","10","14","6","10","6","1/8 (25 XP)"
"One-Eyed Shiver","PotA","12 (15 with mage armor)","49 (9d8 + 9)","10","14","12","13","13","17","3 (700 XP)"
"Oni","MM","16 (chain mail)","110 (13d10 + 39)","19","11","16","14","12","15","7 (2,900 XP)"
"Ooze Master","TftYP","9 (natural armor)","138 (12d12 + 60)","16","1","20","17","10","16","10 (5,900 XP)"
"Oracle","MOT","15 (Blessings Of The Gods)","44 (8d8 + 8)","10","14","12","13","16","15","4 (1,100 XP)"
"Oracle of Strixhaven","SCC","12","150 (20d8 + 60)","12","15","16","21","20","18","15 (13,000 XP)"
"Orc","MM","13 (hide armor)","15 (2d8 + 6)","16","12","16","7","11","10","1/2 (100 XP)"
"Orc Blade of Ilneval","VGM","18 (chain mail, shield)","60 (8d8 + 24)","17","11","17","10","12","14","4 (1,100 XP)"
"Orc Claw of Luthic","VGM","14 (hide armor)","45 (6d8 + 18)","14","15","16","10","15","11","2 (450 XP)"
"Orc Commoner","TftYP","10","4 (1d8)","10","10","10","10","10","10","0 (10 XP)"
"Orc Eye of Gruumsh","MM","16 (ring mail, shield)","45 (6d8 + 18)","16","12","17","9","13","12","2 (450 XP)"
"Orc Hand of Yurtrus","VGM","12 (hide armor)","30 (4d8 + 12)","12","11","16","11","14","9","2 (450 XP)"
"Orc Nurtured One of Yurtrus","VGM","9","30 (4d8 + 12)","15","8","16","7","11","7","1/2 (100 XP)"
"Orc Red Fang of Shargaas","VGM","15 (studded leather)","52 (8d8 + 16)","11","16","15","9","11","9","3 (700 XP)"
"Orc War Chief","MM","16 (chain mail)","93 (11d8 + 44)","18","12","18","11","11","16","4 (1,100 XP)"
"Orcus","MPMM","17 (natural armor), 20 (with the Wand of Orcus)","405 (30d12 + 210)","27","14","25","20","20","25","26 (90,000 XP)"
"Oread","MOT","16 (natural armor)","49 (9d8 + 9)","14","14","12","11","13","18","4 (1,100 XP)"
"Oriq Blood Mage","SCC","16 (blood aegis)","127 (15d8 + 60)","11","14","18","20","12","12","9 (5,000 XP)"
"Oriq Recruiter","SCC","16 (misdirecting defense)","55 (10d8 + 10)","10","14","12","17","15","18","4 (1,100 XP)"
"Orog","MM","18 (plate armor)","42 (5d8 + 20)","18","12","18","12","11","12","2 (450 XP)"
"Orthon","MPMM","17 (half plate)","105 (10d10 + 50)","22","16","21","15","15","16","10 (5,900 XP)"
"Orzhov Giant","GGR","18 (plate armor)","84 (8d10 + 40)","23","13","21","12","13","8","6 (2,300 XP)"
"Otyugh","MM","14 (natural armor)","114 (12d10 + 48)","16","11","19","6","13","6","5 (1,800 XP)"
"Owl","MM","11","1 (1d4 - 1)","3","13","8","2","12","7","0 (10 XP)"
"Owlbear","MM","13 (natural armor)","59 (7d10 + 21)","20","12","17","3","12","7","3 (700 XP)"
"Ox","MPMM","10","15 (2d10 + 4)","18","10","14","2","10","4","1/4 (50 XP)"
"Panopticus Wizard","WDH","10","9 (2d8)","10","10","10","14","10","11","1/4 (50 XP)"
"Panther","MM","12","13 (3d8)","14","15","10","3","14","7","1/4 (50 XP)"
"Paper Bird","WBtW","13","1 (1d4 - 1)","5","16","8","2","14","6","0 (10 XP)"
"Paper Whirlwind","RoT","12","24 (7d8 - 7)","6","14","8","3","12","6","1/4 (50 XP)"
"Parasite-infested Behir","CM","17 (natural armor)","168 (16d12 + 64)","23","16","18","7","14","12","11 (7,200 XP)"
"Pari","JttRC","16 (breastplate)","180 (19d8 + 95)","20","20","20","20","22","22","13 (10,000 XP)"
"Peacock","BGDIA","10","5 (1d8 + 1)","7","10","13","2","12","4","0 (10 XP)"
"Pegasus","MM","12","59 (7d10 + 21)","18","15","16","10","15","13","2 (450 XP)"
"Pentadrone","MM","16 (natural armor)","32 (5d10 + 5)","15","14","12","10","10","13","2 (450 XP)"
"Peryton","MM","13 (natural armor)","33 (6d8 + 6)","16","12","13","9","12","10","2 (450 XP)"
"Pest Mascot","SCC","13 (natural armor)","22 (4d4 + 12)","11","14","17","5","13","4","1/4 (50 XP)"
"Phantom Warrior","CoS","16","45 (6d8 + 18)","16","11","16","8","10","15","3 (700 XP)"
"Phantom Warrior (Archer)","CoS","16","45 (6d8 + 18)","16","11","16","8","10","15","3 (700 XP)"
"Phase Spider","MM","13 (natural armor)","32 (5d10 + 5)","15","15","12","6","10","6","3 (700 XP)"
"Phoenix","MPMM","18","175 (10d20 + 70)","19","26","25","2","21","18","16 (15,000 XP)"
"Phylaskia","MOT","18 (plate)","104 (11d10 + 44)","20","15","18","10","16","14","9 (5,000 XP)"
"Piercer","MM","15 (natural armor)","22 (3d8 + 9)","10","13","16","1","7","3","1/2 (100 XP)"
"Pig","SKT","11 (natural armor)","5 (1d8 + 1)","13","11","12","2","9","5","0 (10 XP)"
"Pirate Bosun","GoS","12 (studded leather)","27 (5d8 + 5)","16","11","13","11","10","13","1/2 (100 XP)"
"Pirate Captain","GoS","14 (studded leather)","45 (7d8 + 14)","16","14","14","11","10","14","2 (450 XP)"
"Pirate Deck Wizard","GoS","12 (15 with mage armor)","32 (5d8 + 10)","10","14","14","16","13","11","1 (200 XP)"
"Pirate First Mate","GoS","16 (chain mail)","26 (4d8 + 8)","14","11","14","11","10","13","1 (200 XP)"
"Pit Fiend","MM","19 (natural armor)","300 (24d10 + 168)","26","14","24","22","18","24","20 (25,000 XP)"
"Pixie","MM","15","1 (1d4 - 1)","2","20","8","10","14","15","1/4 (50 XP)"
"Planetar","MM","19 (natural armor)","200 (16d10 + 112)","24","20","24","19","22","25","16 (15,000 XP)"
"Plasmoid Boss","BAM","11","82 (11d10 + 22)","18","12","14","14","13","15","4 (1,100 XP)"
"Plasmoid Explorer","BAM","11","16 (3d8 + 3)","13","12","12","10","14","10","1/4 (50 XP)"
"Plasmoid Warrior","BAM","16 (natural armor, shield)","71 (11d8 + 22)","16","14","14","10","11","10","3 (700 XP)"
"Plesiosaurus","MM","13 (natural armor)","68 (8d10 + 24)","18","15","16","2","12","5","2 (450 XP)"
"Podling","VRGR","10","26 (4d8 + 8)","15","11","14","10","10","10","1/2 (100 XP)"
"Poison Weird","WDMM","13","58 (9d10 + 9)","17","16","13","11","10","10","4 (1,100 XP)"
"Poisonous Snake","MM","13","2 (1d4)","2","16","11","1","10","3","1/8 (25 XP)"
"Polar Bear","MM","12 (natural armor)","42 (5d10 + 15)","20","10","16","2","13","7","2 (450 XP)"
"Poltergeist","MM","12","22 (5d8)","1","14","11","10","10","11","2 (450 XP)"
"Polukranos","MOT","17 (natural armor)","232 (15d20 + 75)","25","15","21","4","14","10","19 (22,000 XP)"
"Pony","MM","10","11 (2d8 + 2)","15","10","13","2","11","7","1/8 (25 XP)"
"Precognitive Mage","GGR","11 (14 with mage armor)","63 (14d8)","9","13","10","18","13","11","3 (700 XP)"
"Priest","MM","13 (chain shirt)","27 (5d8 + 5)","10","10","12","13","16","13","2 (450 XP)"
"Priest of Osybus","VRGR","14 (natural armor)","60 (8d8 + 24)","10","14","16","18","17","11","6 (2,300 XP)"
"Prismari Apprentice","SCC","12","44 (8d8 + 8)","10","14","13","12","13","15","2 (450 XP)"
"Prismari Pledgemage","SCC","12","66 (12d8 + 12)","10","15","13","12","14","17","4 (1,100 XP)"
"Prismari Professor of Expression","SCC","13","97 (15d8 + 30)","14","16","15","15","13","19","7 (2,900 XP)"
"Prismari Professor of Perfection","SCC","13","97 (15d8 + 30)","14","16","15","15","13","19","7 (2,900 XP)"
"Prophetess Dran","AI","14 (breastplate)","27 (5d8 + 5)","14","10","12","13","16","13","2 (450 XP)"
"Pseudodragon","MM","13","7 (2d4 + 2)","6","15","13","10","12","10","1/4 (50 XP)"
"Psurlon","BAM","15 (mage armor)","45 (7d8 + 14)","14","14","14","17","11","7","2 (450 XP)"
"Psurlon Leader","BAM","15 (mage armor)","127 (17d8 + 51)","16","14","16","20","11","7","6 (2,300 XP)"
"Psurlon Ringer","BAM","13 (mage armor)","31 (7d8)","10","11","10","17","11","7","1 (200 XP)"
"Pterafolk","ToA","12 (natural armor)","26 (4d10 + 4)","15","13","12","9","10","11","1 (200 XP)"
"Pteranodon","MM","13 (natural armor)","13 (3d8)","12","15","10","2","9","5","1/4 (50 XP)"
"Purple Worm","MM","18 (natural armor)","247 (15d20 + 90)","28","7","22","1","8","4","15 (13,000 XP)"
"Purple Wormling","SKT","12 (natural armor)","42 (5d10 + 15)","16","7","16","1","6","2","2 (450 XP)"
"Quadrone","MM","16 (natural armor)","22 (4d8 + 4)","12","14","12","10","10","11","1 (200 XP)"
"Quaggoth","MM","13 (natural armor)","45 (6d8 + 18)","17","12","16","6","12","7","2 (450 XP)"
"Quaggoth Spore Servant","MM","13 (natural armor)","45 (6d8 + 18)","17","12","16","2","6","1","1 (200 XP)"
"Quaggoth Thonot","MM","13 (natural armor)","45 (6d8 + 18)","17","12","16","6","12","7","3 (700 XP)"
"Quandrix Apprentice","SCC","11","44 (8d8 + 8)","10","12","13","15","14","11","2 (450 XP)"
"Quandrix Pledgemage","SCC","12","66 (12d8 + 12)","10","14","13","17","14","11","4 (1,100 XP)"
"Quandrix Professor of Substance","SCC","12","104 (16d8 + 32)","11","14","14","19","14","13","7 (2,900 XP)"
"Quandrix Professor of Theory","SCC","12","97 (15d8 + 30)","11","14","14","19","15","13","7 (2,900 XP)"
"Quasit","MM","13","7 (3d4)","5","17","10","7","10","10","1 (200 XP)"
"Quetzalcoatlus","MPMM","13 (natural armor)","30 (4d12 + 4)","15","13","13","2","10","5","2 (450 XP)"
"Quickling","MPMM","16","10 (3d4 + 3)","4","23","13","10","12","7","1 (200 XP)"
"Quipper","MM","13","1 (1d4 - 1)","2","16","9","1","7","2","0 (10 XP)"
"Radiant Idol","ERLW","18 (natural armor)","142 (15d10 + 60)","23","18","19","17","20","21","11 (7,200 XP)"
"Rak Tulkhesh","ERLW","23 (natural armor; 25 versus ranged attacks)","478 (33d12 + 264)","29","19","27","21","22","26","28 (120,000 XP)"
"Rakdos","GGR","20 (natural armor)","300 (24d12 + 144)","26","15","22","14","18","30","24 (62,000 XP)"
"Rakdos Lampooner","GGR","12 (leather armor)","27 (5d8 + 5)","11","12","13","12","9","18","2 (450 XP)"
"Rakdos Performer, Blade Juggler","GGR","13","22 (4d8 + 4)","13","17","12","10","8","15","1 (200 XP)"
"Rakdos Performer, Fire Eater","GGR","13","22 (4d8 + 4)","13","17","12","10","8","15","1 (200 XP)"
"Rakdos Performer, High-Wire Acrobat","GGR","13","22 (4d8 + 4)","13","17","12","10","8","15","1 (200 XP)"
"Rakshasa","MM","16 (natural armor)","110 (13d8 + 52)","14","17","18","13","16","20","13 (10,000 XP)"
"Rat","MM","10","1 (1d4 - 1)","2","11","9","2","10","4","0 (10 XP)"
"Raven","MM","12","1 (1d4 - 1)","2","14","8","2","12","6","0 (10 XP)"
"Razerblast","PotA","17 (splint armor)","112 (15d8 + 75)","16","11","16","9","10","13","5 (1,800 XP)"
"Reaper of Bhaal","BGDIA","15","27 (5d8 + 5)","11","20","13","15","12","16","2 (450 XP)"
"Reckoner","GGR","18 (plate armor)","52 (8d8 + 16)","16","12","15","15","12","10","4 (1,100 XP)"
"Red Abishai","MPMM","22 (natural armor)","289 (34d8 + 136)","23","16","19","14","15","19","19 (22,000 XP)"
"Red Dragon Wyrmling","MM","17 (natural armor)","75 (10d8 + 30)","19","10","17","12","11","15","4 (1,100 XP)"
"Red Greatwyrm","FTD","22 (natural armor)","533 (26d20 + 260)","30","14","30","21","20","26","27 (105,000 XP, or 210,000 XP as a mythic encounter)"
"Red Slaad","MM","14 (natural armor)","93 (11d10 + 33)","16","12","16","6","6","7","5 (1,800 XP)"
"Red Wizard","RoT","12 (15 with mage armor)","40 (9d8)","9","14","11","17","12","11","6 (2,300 XP)"
"Redcap","MPMM","14 (natural armor)","45 (6d6 + 24)","18","13","18","10","12","9","3 (700 XP)"
"Reduced-Threat Aboleth","TftYP","17 (natural armor)","67 (18d10 + 36)","21","9","15","18","15","18","10 (2,950 XP)"
"Reduced-Threat Basilisk","TftYP","15 (natural armor)","26 (8d8 + 16)","16","8","15","2","8","7","3 (350 XP)"
"Reduced-Threat Behir","TftYP","17 (natural armor)","84 (16d12 + 64)","23","16","18","7","14","12","11 (3,600 XP)"
"Reduced-Threat Beholder","TftYP","18 (natural armor)","90 (19d10 + 76)","10","14","18","17","15","17","13 (5,000 XP) or 14 (11,500 XP) when encountered in lair"
"Reduced-Threat Black Pudding","TftYP","7","42 (10d10 + 30)","16","5","16","1","6","1","4 (550 XP)"
"Reduced-Threat Carrion Crawler","TftYP","13 (natural armor)","25 (6d10 + 18)","14","13","16","1","12","5","2 (225 XP)"
"Reduced-Threat Clay Golem","TftYP","14 (natural armor)","66 (14d10 + 56)","20","9","18","3","8","1","9 (2,500 XP)"
"Reduced-Threat Darkmantle","TftYP","11","11 (5d6 + 5)","16","12","13","2","10","5","1/2 (50 XP)"
"Reduced-Threat Displacer Beast","TftYP","13 (natural armor)","42 (10d10 + 30)","18","15","16","6","12","8","3 (350 XP)"
"Reduced-Threat Dragon Turtle","TftYP","20 (natural armor)","170 (22d20 + 110)","25","10","20","10","12","12","17 (9,000 XP)"
"Reduced-Threat Ettercap","TftYP","13 (natural armor)","22 (8d8 + 8)","14","15","13","7","12","8","2 (225 XP)"
"Reduced-Threat Flesh Golem","TftYP","9","46 (11d8 + 44)","19","9","18","6","10","5","5 (900 XP)"
"Reduced-Threat Glabrezu","TftYP","17 (natural armor)","78 (15d10 + 75)","20","15","21","19","17","16","9 (2,500 XP)"
"Reduced-Threat Gray Ooze","TftYP","8","11 (3d8 + 9)","12","6","16","1","6","2","1/2 (50 XP)"
"Reduced-Threat Helmed Horror","TftYP","20 (plate armor, shield)","30 (8d8 + 24)","18","13","16","10","10","10","4 (550 XP)"
"Reduced-Threat Hezrou","TftYP","16 (natural armor)","68 (13d10 + 65)","19","17","20","5","12","13","8 (1,950 XP)"
"Reduced-Threat Hook Horror","TftYP","15 (natural armor)","37 (10d10 + 20)","18","10","15","6","12","7","3 (350 XP)"
"Reduced-Threat Ochre Jelly","TftYP","8","22 (6d10 + 12)","15","6","14","2","6","1","2 (225 XP)"
"Reduced-Threat Otyugh","TftYP","14 (natural armor)","57 (12d10 + 48)","16","11","19","6","13","6","5 (900 XP)"
"Reduced-Threat Owlbear","TftYP","13 (natural armor)","29 (7d10 + 21)","20","12","17","3","12","7","3 (350 XP)"
"Reduced-Threat Peryton","TftYP","13 (natural armor)","16 (6d8 + 6)","16","12","13","9","12","10","2 (225 XP)"
"Reduced-Threat Remorhaz","TftYP","17 (natural armor)","97 (17d12 + 85)","24","13","21","4","10","5","11 (3,600 XP)"
"Reduced-Threat Stone Golem","TftYP","17 (natural armor)","89 (17d10 + 85)","22","9","20","3","11","1","10 (2,950 XP)"
"Reduced-Threat Vrock","TftYP","15 (natural armor)","52 (11d10 + 44)","17","15","18","8","13","8","6 (1,150 XP)"
"Reduced-Threat Wight","TftYP","14 (studded leather)","22 (6d8 + 18)","15","14","16","10","13","15","3 (350 XP)"
"Reduced-Threat Wyvern","TftYP","13 (natural armor)","55 (13d10 + 39)","19","10","16","5","12","6","6 (1,150 XP)"
"Reef Shark","MM","12 (natural armor)","22 (4d8 + 4)","14","13","13","1","10","4","1/2 (100 XP)"
"Reflection","TCE","12","16 (3d8 + 3)","6","14","13","6","10","8","1/2 (100 XP)"
"Regenerating Black Pudding","OotA","7","85 (10d10 + 30)","16","5","16","6","6","1","5 (1,800 XP)"
"Reghed Chieftain","IDRotF","16 (studded leather, shield)","112 (15d8 + 45)","18","15","16","10","12","15","5 (1,800 XP)"
"Reghed Great Warrior","IDRotF","16 (studded leather, shield)","112 (15d8 + 45)","18","15","16","10","12","15","5 (1,800 XP)"
"Reghed Shaman","IDRotF","11 (16 with barkskin)","27 (5d8 + 5)","10","12","13","12","15","11","2 (450 XP)"
"Reghed Warrior","IDRotF","12 (hide armor)","11 (2d8 + 2)","13","11","12","8","11","8","1/8 (25 XP)"
"Regisaur","BGG","17 (natural armor)","181 (11d20 + 66)","27","8","23","4","12","6","14 (11,500 XP)"
"Reigar","BAM","19 (glory)","82 (15d8 + 15)","18","15","12","19","16","24","8 (3,900 XP)"
"Reindeer","IDRotF","10","13 (2d10 + 2)","16","10","12","2","10","6","1/4 (50 XP)"
"Relentless Juggernaut","VRGR","17 (natural armor)","161 (14d10 + 84)","22","12","22","8","15","16","12 (8,400 XP)"
"Relentless Slasher","VRGR","15 (natural armor)","84 (13d8 + 26)","12","18","14","14","15","16","8 (3,900 XP)"
"Relic Sloth","SCC","13 (natural armor)","76 (8d12 + 24)","20","9","17","2","12","8","2 (450 XP)"
"Remorhaz","MM","17 (natural armor)","195 (17d12 + 85)","24","13","21","4","10","5","11 (7,200 XP)"
"Replica Duodrone","OoW","15 (natural armor)","11 (2d8 + 2)","11","13","12","6","10","7","1/4 (50 XP)"
"Replica Monodrone","OoW","15 (natural armor)","5 (1d8 + 1)","10","13","12","4","10","5","1/8 (25 XP)"
"Replica Pentadrone","OoW","16 (natural armor)","32 (5d10 + 5)","15","14","12","10","10","13","2 (450 XP)"
"Replica Quadrone","OoW","16 (natural armor)","22 (4d8 + 4)","12","14","12","10","10","11","1 (200 XP)"
"Replica Tridrone","OoW","15 (natural armor)","16 (3d8 + 3)","12","13","12","9","10","9","1/2 (100 XP)"
"Retriever","MPMM","19 (natural armor)","210 (20d10 + 100)","22","16","20","3","11","4","14 (11,500 XP)"
"Returned Drifter","MOT","13 (leather armor)","11 (2d8 + 2)","14","15","12","10","12","11","1/4 (50 XP)"
"Returned Kakomantis","MOT","15 (natural armor)","65 (10d8 + 20)","10","17","14","13","12","15","4 (1,100 XP)"
"Returned Palamnite","MOT","15 (natural armor)","65 (10d8 + 20)","10","17","14","13","12","15","4 (1,100 XP)"
"Returned Sentry","MOT","15 (leather armor, shield)","22 (4d8 + 4)","16","15","12","10","12","11","1 (200 XP)"
"Revenant","MM","13 (leather armor)","136 (16d8 + 64)","18","14","18","13","16","18","5 (1,800 XP)"
"Rhinoceros","MM","11 (natural armor)","45 (6d10 + 12)","21","8","15","2","12","6","2 (450 XP)"
"Riding Horse","MM","10","13 (2d10 + 2)","16","10","12","2","11","7","1/4 (50 XP)"
"Rime Hulk","BGG","15 (natural armor)","85 (9d10 + 36)","18","10","18","8","9","6","5 (1,800 XP)"
"Rip Tide Priest","GoS","13 (chain shirt)","52 (8d8 + 16)","15","11","14","10","11","16","2 (450 XP)"
"Riverine","JttRC","14","204 (24d10 + 72)","20","19","17","12","16","21","12 (8,400 XP)"
"Roc","MM","15 (natural armor)","248 (16d20 + 80)","28","10","20","3","10","9","11 (7,200 XP)"
"Rock Gnome Recluse","DIP","10 (13 with mage armor)","7 (2d6)","6","11","10","15","10","13","1/4 (50 XP)"
"Rooster","JttRC","13","1 (1d4 - 1)","5","16","8","2","14","6","0 (10 XP)"
"Roper","MM","20 (natural armor)","93 (11d10 + 33)","18","8","17","7","16","6","5 (1,800 XP)"
"Rot Troll","MPMM","16 (natural armor)","138 (12d10 + 72)","18","13","22","5","8","4","9 (5,000 XP)"
"Rothé","VGM","10","15 (2d10 + 4)","18","10","14","2","10","4","1/4 (50 XP)"
"Rowboat Mimic","WDMM","12 (natural armor)","67 (9d10 + 18)","17","12","15","5","13","8","2 (450 XP)"
"Rubblebelt Stalker","GGR","14 (piecemeal armor)","11 (2d8 + 2)","10","15","12","10","14","8","1/2 (100 XP)"
"Rug of Smothering","MM","12","33 (6d10)","17","14","10","1","3","1","2 (450 XP)"
"Ruin Grinder","SCC","16 (natural armor)","82 (11d10 + 22)","22","13","15","3","10","1","5 (1,800 XP)"
"Runed Behir","WDMM","17 (natural armor)","168 (16d12 + 64)","23","16","18","7","14","12","11 (7,200 XP)"
"Runic Colossus","BGG","20 (natural armor)","315 (18d20 + 126)","25","9","24","3","11","1","21 (33,000 XP)"
"Rust Monster","MM","14 (natural armor)","27 (5d8 + 5)","13","12","13","2","13","6","1/2 (100 XP)"
"Rutterkin","MPMM","12","37 (5d8 + 15)","14","15","17","5","12","6","2 (450 XP)"
"Saber-Toothed Tiger","MM","12","52 (7d10 + 14)","18","14","15","3","12","8","2 (450 XP)"
"Sacred Stone Monk","PotA","14","22 (4d8 + 4)","13","15","12","10","14","9","1/2 (100 XP)"
"Sage","CM","10","22 (5d8)","8","10","10","18","15","11","1/2 (100 XP)"
"Sahuagin","MM","12 (natural armor)","22 (4d8 + 4)","13","11","12","12","13","9","1/2 (100 XP)"
"Sahuagin Baron","MM","16 (breastplate)","76 (9d10 + 27)","19","15","16","14","13","17","5 (1,800 XP)"
"Sahuagin Blademaster","GoS","20 (plate armor, shield)","97 (15d8 + 30)","16","12","14","12","11","12","6 (2,300 XP)"
"Sahuagin Champion","GoS","16 (natural armor)","71 (13d8 + 13)","16","14","12","12","13","9","3 (700 XP)"
"Sahuagin Coral Smasher","GoS","14 (natural armor)","33 (6d8 + 6)","16","12","12","12","13","9","1 (200 XP)"
"Sahuagin Deep Diver","GoS","15 (natural armor)","91 (14d8 + 28)","14","16","15","12","13","9","4 (1,100 XP)"
"Sahuagin Hatchling Swarm","GoS","14","52 (8d10 + 8)","9","18","12","3","10","3","3 (700 XP)"
